Experiment,rev,typ,Created,parent,State,Executor,metrics/train_metrics.json:accuracy,metrics/train_metrics.json:precision,metrics/train_metrics.json:recall,metrics/train_metrics.json:f1_score,metrics/train_metrics.json:roc_auc,metrics/test_metrics.json:accuracy,metrics/test_metrics.json:precision,metrics/test_metrics.json:recall,metrics/test_metrics.json:f1_score,metrics/test_metrics.json:roc_auc,preprocess.test_size,preprocess.random_state,train.n_estimators,train.max_depth,train.min_samples_split,train.min_samples_leaf,train.max_features,train.random_state,evaluate.threshold,data/processed/test.csv,data/processed/train.csv,data/raw/application_train.csv,data/raw/home_credit_raw.csv,models/credit_model.pkl,src/data/load_data.py,src/data/preprocess.py,src/models/evaluate.py,src/models/train.py
narrow_deep,d5ef8e2,branch_commit,2025-10-13T13:20:22,,Success,Dvc-task,0.9776551982049364,0.7946981821166236,0.9751258811681772,0.875715028601144,0.9950437611452158,0.8997772466383753,0.29808016167059614,0.1782477341389728,0.22309049659692462,0.7405601779223819,0.2,42,300,22,6,2,sqrt,42,0.5,075aa110440308737923624b7acf0ce1,d3221d7352c4ec42100eb304ae60185e,793a017f41fbac1dc28176b26dbab30e,a6d63fdce8d0dc089c03a1bfea35cedf,71f542aeac40a8718208f5c74f7916f0,dbe6e469fd6c65f8337ce661e3c79424,34f66591d19f38e1831457cba034ecc7,068ee13b3dbc96c5506e865624f50a78,de27f15c7a65e786677b8b7e7b57eb8f
wide_shallow,5b59afa,branch_commit,2025-10-13T13:18:25,,Success,Dvc-task,0.6834615134467171,0.15683305135880174,0.667472306143001,0.25398771830662076,0.7394687529039481,0.6838528201876332,0.15583551224150227,0.660221550855992,0.2521538461538462,0.7318910768673723,0.2,42,300,6,6,2,0.8,42,0.5,075aa110440308737923624b7acf0ce1,d3221d7352c4ec42100eb304ae60185e,793a017f41fbac1dc28176b26dbab30e,a6d63fdce8d0dc089c03a1bfea35cedf,a0913493903db7f03121f36b3ff0b236,dbe6e469fd6c65f8337ce661e3c79424,34f66591d19f38e1831457cba034ecc7,068ee13b3dbc96c5506e865624f50a78,de27f15c7a65e786677b8b7e7b57eb8f
moderate_trees_strict,608c010,branch_commit,2025-10-13T13:16:33,,Success,Dvc-task,0.9793340053981985,0.8200207918218834,0.9532225579053374,0.8816187770688771,0.9953250959931578,0.9019397427767751,0.3034660766961652,0.16576032225579054,0.214406669271851,0.7425484172931202,0.2,42,120,25,12,2,log2,42,0.5,075aa110440308737923624b7acf0ce1,d3221d7352c4ec42100eb304ae60185e,793a017f41fbac1dc28176b26dbab30e,a6d63fdce8d0dc089c03a1bfea35cedf,2af4a03d55691350e1c5324f3eaca5d2,dbe6e469fd6c65f8337ce661e3c79424,34f66591d19f38e1831457cba034ecc7,068ee13b3dbc96c5506e865624f50a78,de27f15c7a65e786677b8b7e7b57eb8f
depth_leaf_control,010f66f,branch_commit,2025-10-13T13:15:04,,Success,Dvc-task,0.8935237878442978,0.4181569154434567,0.8147532729103726,0.5526675319352414,0.9456138282550611,0.8449506528136839,0.2291098731776698,0.38932527693857,0.2884644082972691,0.7442490086874705,0.2,42,300,18,6,6,log2,42,0.5,075aa110440308737923624b7acf0ce1,d3221d7352c4ec42100eb304ae60185e,793a017f41fbac1dc28176b26dbab30e,a6d63fdce8d0dc089c03a1bfea35cedf,53f4a1f4298fc6478d26521aee956d28,dbe6e469fd6c65f8337ce661e3c79424,34f66591d19f38e1831457cba034ecc7,068ee13b3dbc96c5506e865624f50a78,de27f15c7a65e786677b8b7e7b57eb8f
estimators_leaf,8e23b1d,branch_commit,2025-10-13T13:13:29,,Success,Dvc-task,0.979248642320575,0.8190546209401894,0.9536253776435045,0.881232115022218,0.9954282997591736,0.9026714144025495,0.3140255009107468,0.17361530715005036,0.22360570687418937,0.7452456879432335,0.2,42,180,25,6,4,log2,42,0.5,075aa110440308737923624b7acf0ce1,d3221d7352c4ec42100eb304ae60185e,793a017f41fbac1dc28176b26dbab30e,a6d63fdce8d0dc089c03a1bfea35cedf,23d8dc18e753e7b9f9f1fc5dc139872b,dbe6e469fd6c65f8337ce661e3c79424,34f66591d19f38e1831457cba034ecc7,068ee13b3dbc96c5506e865624f50a78,de27f15c7a65e786677b8b7e7b57eb8f
depth_split_balance,30d1554,branch_commit,2025-10-13T13:11:53,,Success,Dvc-task,0.7699708952554388,0.21923588496995827,0.7220543806646526,0.33634732434999826,0.8336440538872306,0.7527437685966538,0.1788939051918736,0.5746223564954682,0.27284464208865294,0.7419863413344043,0.2,42,300,12,8,2,log2,42,0.5,075aa110440308737923624b7acf0ce1,d3221d7352c4ec42100eb304ae60185e,793a017f41fbac1dc28176b26dbab30e,a6d63fdce8d0dc089c03a1bfea35cedf,95b481e212fb193163680282fae829f3,dbe6e469fd6c65f8337ce661e3c79424,34f66591d19f38e1831457cba034ecc7,068ee13b3dbc96c5506e865624f50a78,de27f15c7a65e786677b8b7e7b57eb8f
split_control_2,1218f1d,branch_commit,2025-10-13T13:10:38,,Success,Dvc-task,0.931172969984716,0.5475726262429323,0.8484894259818732,0.6656001895959237,0.9713971973384058,0.87197372485895,0.26183068609792043,0.3220543806646526,0.28883670520231214,0.7497633100955692,0.2,42,300,25,20,10,log2,42,0.5,075aa110440308737923624b7acf0ce1,d3221d7352c4ec42100eb304ae60185e,793a017f41fbac1dc28176b26dbab30e,a6d63fdce8d0dc089c03a1bfea35cedf,ebe00b40212b1ca21f24f566fdafae69,dbe6e469fd6c65f8337ce661e3c79424,34f66591d19f38e1831457cba034ecc7,068ee13b3dbc96c5506e865624f50a78,de27f15c7a65e786677b8b7e7b57eb8f
split_control_1,b6ac4c9,branch_commit,2025-10-13T13:08:43,,Success,Dvc-task,0.9720090403564112,0.7683905668183699,0.9351460221550856,0.8436066318419261,0.9928560296253515,0.897500934913744,0.30395314787701316,0.20906344410876132,0.24773269689737465,0.7475741489018767,0.2,42,300,25,10,5,log2,42,0.5,075aa110440308737923624b7acf0ce1,d3221d7352c4ec42100eb304ae60185e,793a017f41fbac1dc28176b26dbab30e,a6d63fdce8d0dc089c03a1bfea35cedf,5ddd04852389f130bb10b015963f9cce,dbe6e469fd6c65f8337ce661e3c79424,34f66591d19f38e1831457cba034ecc7,068ee13b3dbc96c5506e865624f50a78,de27f15c7a65e786677b8b7e7b57eb8f
few_deep,24ff847,branch_commit,2025-10-13T13:05:28,,Success,Dvc-task,0.9438798738252414,0.601816347124117,0.9009063444108761,0.7215970961887477,0.9794003162042675,0.8777620603872982,0.2555066079295154,0.2686807653575025,0.2619281366581583,0.7339981625953823,0.2,42,80,20,6,2,log2,42,0.5,075aa110440308737923624b7acf0ce1,d3221d7352c4ec42100eb304ae60185e,793a017f41fbac1dc28176b26dbab30e,a6d63fdce8d0dc089c03a1bfea35cedf,bc684c4f4cca8732358be44e7c987bdc,dbe6e469fd6c65f8337ce661e3c79424,34f66591d19f38e1831457cba034ecc7,068ee13b3dbc96c5506e865624f50a78,de27f15c7a65e786677b8b7e7b57eb8f
many_shallow,e1d162f,branch_commit,2025-10-13T13:02:53,,Success,Dvc-task,0.6978594192058795,0.16760035638875667,0.6914400805639477,0.269802442211154,0.7617981102341502,0.6957871973724858,0.16036570298986905,0.6535750251762337,0.25753968253968257,0.7396077933058383,0.2,42,250,8,6,2,log2,42,0.5,075aa110440308737923624b7acf0ce1,d3221d7352c4ec42100eb304ae60185e,793a017f41fbac1dc28176b26dbab30e,a6d63fdce8d0dc089c03a1bfea35cedf,4558bd18ad6077ef48f500d7dbcec12a,dbe6e469fd6c65f8337ce661e3c79424,34f66591d19f38e1831457cba034ecc7,068ee13b3dbc96c5506e865624f50a78,de27f15c7a65e786677b8b7e7b57eb8f
high_complexity,4621fd8,branch_commit,2025-10-13T13:00:02,,Success,Dvc-task,0.9894800169100192,0.8951679326439096,0.9850453172205438,0.9379584791676655,0.9984013084961907,0.9094190527291351,0.33674568965517243,0.12588116817724068,0.18325758686409618,0.7429106116439899,0.2,42,300,25,6,2,log2,42,0.5,075aa110440308737923624b7acf0ce1,d3221d7352c4ec42100eb304ae60185e,793a017f41fbac1dc28176b26dbab30e,a6d63fdce8d0dc089c03a1bfea35cedf,353b72428924be05973d06e0274cf6fe,dbe6e469fd6c65f8337ce661e3c79424,34f66591d19f38e1831457cba034ecc7,068ee13b3dbc96c5506e865624f50a78,de27f15c7a65e786677b8b7e7b57eb8f
low_complexity,cdfa7c3,branch_commit,2025-10-13T12:58:58,,Success,Dvc-task,0.6691936847582193,0.15195573709281407,0.676233635448137,0.2481499616596299,0.7320997672415186,0.6704225810123083,0.15004344445968812,0.6608257804632427,0.2445587358378056,0.7276090990607891,0.2,42,50,5,6,2,log2,42,0.5,075aa110440308737923624b7acf0ce1,d3221d7352c4ec42100eb304ae60185e,793a017f41fbac1dc28176b26dbab30e,a6d63fdce8d0dc089c03a1bfea35cedf,5ef1eb2264ead0744dba707a12114c7e,dbe6e469fd6c65f8337ce661e3c79424,34f66591d19f38e1831457cba034ecc7,068ee13b3dbc96c5506e865624f50a78,de27f15c7a65e786677b8b7e7b57eb8f
min_leaf_8,2a76733,branch_commit,2025-10-13T12:57:44,,Success,Dvc-task,0.9473025267470977,0.6232925695487378,0.8776938569989929,0.7289340526073684,0.9811010474456736,0.8828024649204104,0.27725918570009933,0.28116817724068477,0.2792,0.7497285448242048,0.2,42,300,25,6,8,log2,42,0.5,075aa110440308737923624b7acf0ce1,d3221d7352c4ec42100eb304ae60185e,793a017f41fbac1dc28176b26dbab30e,a6d63fdce8d0dc089c03a1bfea35cedf,26be1ff9218cb233c7194c5d946f770f,dbe6e469fd6c65f8337ce661e3c79424,34f66591d19f38e1831457cba034ecc7,068ee13b3dbc96c5506e865624f50a78,de27f15c7a65e786677b8b7e7b57eb8f
min_leaf_2,f0a3858,branch_commit,2025-10-13T12:54:14,,Success,Dvc-task,0.9894800169100192,0.8951679326439096,0.9850453172205438,0.9379584791676655,0.9984013084961907,0.9094190527291351,0.33674568965517243,0.12588116817724068,0.18325758686409618,0.7429106116439899,0.2,42,300,25,6,2,log2,42,0.5,075aa110440308737923624b7acf0ce1,d3221d7352c4ec42100eb304ae60185e,793a017f41fbac1dc28176b26dbab30e,a6d63fdce8d0dc089c03a1bfea35cedf,353b72428924be05973d06e0274cf6fe,dbe6e469fd6c65f8337ce661e3c79424,34f66591d19f38e1831457cba034ecc7,068ee13b3dbc96c5506e865624f50a78,de27f15c7a65e786677b8b7e7b57eb8f
min_split_15,4879038,branch_commit,2025-10-13T12:53:01,,Success,Dvc-task,0.976187766251504,0.794481366198368,0.9510574018126888,0.8657468946234588,0.994257557247443,0.9001837308749167,0.3030201342281879,0.18187311178247734,0.22731277533039645,0.7464986056664575,0.2,42,300,25,15,2,log2,42,0.5,075aa110440308737923624b7acf0ce1,d3221d7352c4ec42100eb304ae60185e,793a017f41fbac1dc28176b26dbab30e,a6d63fdce8d0dc089c03a1bfea35cedf,63f242aa7f8452736b2b2900b9ef89ac,dbe6e469fd6c65f8337ce661e3c79424,34f66591d19f38e1831457cba034ecc7,068ee13b3dbc96c5506e865624f50a78,de27f15c7a65e786677b8b7e7b57eb8f
min_split_5,a45d0ff,branch_commit,2025-10-13T12:51:07,,Success,Dvc-task,0.9898865077558453,0.8978928080622995,0.9869587109768378,0.9403214200047973,0.9985736808881728,0.9093052371429036,0.32886655499720824,0.11863041289023162,0.1743635287152161,0.741673200963111,0.2,42,300,25,5,2,log2,42,0.5,075aa110440308737923624b7acf0ce1,d3221d7352c4ec42100eb304ae60185e,793a017f41fbac1dc28176b26dbab30e,a6d63fdce8d0dc089c03a1bfea35cedf,9e16e44a677a5289b0448f4cae4000a0,dbe6e469fd6c65f8337ce661e3c79424,34f66591d19f38e1831457cba034ecc7,068ee13b3dbc96c5506e865624f50a78,de27f15c7a65e786677b8b7e7b57eb8f
depth_25,897782b,branch_commit,2025-10-13T12:47:52,,Success,Dvc-task,0.9894800169100192,0.8951679326439096,0.9850453172205438,0.9379584791676655,0.9984013084961907,0.9094190527291351,0.33674568965517243,0.12588116817724068,0.18325758686409618,0.7429106116439899,0.2,42,300,25,6,2,log2,42,0.5,075aa110440308737923624b7acf0ce1,d3221d7352c4ec42100eb304ae60185e,793a017f41fbac1dc28176b26dbab30e,a6d63fdce8d0dc089c03a1bfea35cedf,353b72428924be05973d06e0274cf6fe,dbe6e469fd6c65f8337ce661e3c79424,34f66591d19f38e1831457cba034ecc7,068ee13b3dbc96c5506e865624f50a78,de27f15c7a65e786677b8b7e7b57eb8f
depth_15,4742d09,branch_commit,2025-10-13T12:45:21,,Success,Dvc-task,0.8464643426230042,0.3169919280678451,0.781067472306143,0.4509630060324152,0.9076873656925396,0.8095377461262052,0.20224124238948205,0.461631419939577,0.2812615044790772,0.7396325304760762,0.2,42,300,15,6,2,log2,42,0.5,075aa110440308737923624b7acf0ce1,d3221d7352c4ec42100eb304ae60185e,793a017f41fbac1dc28176b26dbab30e,a6d63fdce8d0dc089c03a1bfea35cedf,7f103d2875e7a5dcfe32ea5569cb494c,dbe6e469fd6c65f8337ce661e3c79424,34f66591d19f38e1831457cba034ecc7,068ee13b3dbc96c5506e865624f50a78,de27f15c7a65e786677b8b7e7b57eb8f
depth_5,fee7476,branch_commit,2025-10-13T12:42:37,,Success,Dvc-task,0.6728886865467789,0.1533128946645923,0.6748237663645519,0.24986017375741082,0.7346610417821009,0.6744061265304131,0.15219399538106235,0.6636455186304129,0.2476047341724591,0.7307124650579455,0.2,42,300,5,6,2,log2,42,0.5,075aa110440308737923624b7acf0ce1,d3221d7352c4ec42100eb304ae60185e,793a017f41fbac1dc28176b26dbab30e,a6d63fdce8d0dc089c03a1bfea35cedf,bc34697e0dc621cf26cf15868dfa7df0,dbe6e469fd6c65f8337ce661e3c79424,34f66591d19f38e1831457cba034ecc7,068ee13b3dbc96c5506e865624f50a78,de27f15c7a65e786677b8b7e7b57eb8f
n_est_300,750ee18,branch_commit,2025-10-13T12:39:47,,Success,Dvc-task,0.9894800169100192,0.8951679326439096,0.9850453172205438,0.9379584791676655,0.9984013084961907,0.9094190527291351,0.33674568965517243,0.12588116817724068,0.18325758686409618,0.7429106116439899,0.2,42,300,25,6,2,log2,42,0.5,075aa110440308737923624b7acf0ce1,d3221d7352c4ec42100eb304ae60185e,793a017f41fbac1dc28176b26dbab30e,a6d63fdce8d0dc089c03a1bfea35cedf,353b72428924be05973d06e0274cf6fe,dbe6e469fd6c65f8337ce661e3c79424,34f66591d19f38e1831457cba034ecc7,068ee13b3dbc96c5506e865624f50a78,de27f15c7a65e786677b8b7e7b57eb8f
n_est_150,aa00e81,branch_commit,2025-10-13T12:38:31,,Success,Dvc-task,0.9880125849565867,0.8849533348508991,0.9787512588116818,0.9294919306634788,0.9979788741666755,0.908394712453051,0.3271317829457364,0.12749244712990937,0.1834782608695652,0.7409965339106385,0.2,42,150,25,6,2,log2,42,0.5,075aa110440308737923624b7acf0ce1,d3221d7352c4ec42100eb304ae60185e,793a017f41fbac1dc28176b26dbab30e,a6d63fdce8d0dc089c03a1bfea35cedf,0a682e56ef6afc934f805029a354984d,dbe6e469fd6c65f8337ce661e3c79424,34f66591d19f38e1831457cba034ecc7,068ee13b3dbc96c5506e865624f50a78,de27f15c7a65e786677b8b7e7b57eb8f
n_est_50,2d1379c,branch_commit,2025-10-13T12:35:33,,Success,Dvc-task,0.9846590354785211,0.868370431437208,0.9546827794561934,0.9094833789034393,0.9969972003290771,0.9066061818122694,0.315839243498818,0.13454179254783485,0.18870056497175142,0.7302961438976582,0.2,42,50,25,6,2,log2,42,0.5,075aa110440308737923624b7acf0ce1,d3221d7352c4ec42100eb304ae60185e,793a017f41fbac1dc28176b26dbab30e,a6d63fdce8d0dc089c03a1bfea35cedf,bc502632ac47034cf66d378db6ddb5fe,dbe6e469fd6c65f8337ce661e3c79424,34f66591d19f38e1831457cba034ecc7,068ee13b3dbc96c5506e865624f50a78,de27f15c7a65e786677b8b7e7b57eb8f
baseline,9fca0bc,branch_base,2025-10-13T12:33:47,,Success,Dvc-task,0.9894800169100192,0.8951679326439096,0.9850453172205438,0.9379584791676655,0.9984013084961907,0.9094190527291351,0.33674568965517243,0.12588116817724068,0.18325758686409618,0.7429106116439899,0.2,42,300,25,6,2,log2,42,0.5,075aa110440308737923624b7acf0ce1,d3221d7352c4ec42100eb304ae60185e,793a017f41fbac1dc28176b26dbab30e,a6d63fdce8d0dc089c03a1bfea35cedf,353b72428924be05973d06e0274cf6fe,dbe6e469fd6c65f8337ce661e3c79424,34f66591d19f38e1831457cba034ecc7,068ee13b3dbc96c5506e865624f50a78,de27f15c7a65e786677b8b7e7b57eb8f
,1add1e2,baseline,2025-10-13T12:10:00,,,,0.9894800169100192,0.8951679326439096,0.9850453172205438,0.9379584791676655,0.9984013084961907,0.9094190527291351,0.33674568965517243,0.12588116817724068,0.18325758686409618,0.7429106116439899,0.2,42,300,25,6,2,log2,42,0.5,075aa110440308737923624b7acf0ce1,d3221d7352c4ec42100eb304ae60185e,793a017f41fbac1dc28176b26dbab30e,a6d63fdce8d0dc089c03a1bfea35cedf,353b72428924be05973d06e0274cf6fe,dbe6e469fd6c65f8337ce661e3c79424,34f66591d19f38e1831457cba034ecc7,068ee13b3dbc96c5506e865624f50a78,de27f15c7a65e786677b8b7e7b57eb8f
,2052816,baseline,2025-10-13T10:43:35,,,,0.9894800169100192,0.8951679326439096,0.9850453172205438,0.9379584791676655,0.9984013084961907,0.9094190527291351,0.33674568965517243,0.12588116817724068,0.18325758686409618,0.7429106116439899,0.2,42,300,25,6,2,log2,42,0.5,075aa110440308737923624b7acf0ce1,d3221d7352c4ec42100eb304ae60185e,793a017f41fbac1dc28176b26dbab30e,a6d63fdce8d0dc089c03a1bfea35cedf,353b72428924be05973d06e0274cf6fe,dbe6e469fd6c65f8337ce661e3c79424,34f66591d19f38e1831457cba034ecc7,068ee13b3dbc96c5506e865624f50a78,de27f15c7a65e786677b8b7e7b57eb8f
,675b045,baseline,2025-10-13T09:34:46,,,,0.7299030925823551,0.18764415598347906,0.7045820745216516,0.2963614029142664,0.7968266579197991,0.7205014389541974,0.1667302764298566,0.6159113796576032,0.2624216939843817,0.7413498223102415,0.2,42,100,10,5,1,sqrt,42,0.5,075aa110440308737923624b7acf0ce1,d3221d7352c4ec42100eb304ae60185e,793a017f41fbac1dc28176b26dbab30e,a6d63fdce8d0dc089c03a1bfea35cedf,9d31cbf85fa0c91c503aa7f19e48de2b,dbe6e469fd6c65f8337ce661e3c79424,34f66591d19f38e1831457cba034ecc7,068ee13b3dbc96c5506e865624f50a78,de27f15c7a65e786677b8b7e7b57eb8f
deep_forest,4451793,branch_commit,2025-10-13T10:10:35,,,,0.9894800169100192,0.8951679326439096,0.9850453172205438,0.9379584791676655,0.9984013084961907,0.9094190527291351,0.33674568965517243,0.12588116817724068,0.18325758686409618,0.7429106116439899,0.2,42,300,25,6,2,log2,42,0.5,075aa110440308737923624b7acf0ce1,d3221d7352c4ec42100eb304ae60185e,793a017f41fbac1dc28176b26dbab30e,a6d63fdce8d0dc089c03a1bfea35cedf,353b72428924be05973d06e0274cf6fe,dbe6e469fd6c65f8337ce661e3c79424,34f66591d19f38e1831457cba034ecc7,068ee13b3dbc96c5506e865624f50a78,de27f15c7a65e786677b8b7e7b57eb8f
optimal_3,db46f32,branch_commit,2025-10-13T10:07:47,,,,0.9134377743813209,0.47981999718745605,0.8590130916414904,0.615717765947848,0.9613855229438196,0.8572752548656163,0.23480317151203228,0.33997985901309163,0.2777686358400527,0.7365242608621524,0.2,42,180,18,6,2,log2,42,0.5,075aa110440308737923624b7acf0ce1,d3221d7352c4ec42100eb304ae60185e,793a017f41fbac1dc28176b26dbab30e,a6d63fdce8d0dc089c03a1bfea35cedf,07ea06542176368472d1004287ac6a8f,dbe6e469fd6c65f8337ce661e3c79424,34f66591d19f38e1831457cba034ecc7,068ee13b3dbc96c5506e865624f50a78,de27f15c7a65e786677b8b7e7b57eb8f
optimal_2,abb403f,branch_commit,2025-10-13T10:04:46,,,,0.7693611589866997,0.21868277724380977,0.7217522658610271,0.33566335312093853,0.8334980649519309,0.7522722468822659,0.17856919321524692,0.5746223564954682,0.27246681310285553,0.741653027202302,0.2,42,250,12,8,2,log2,42,0.5,075aa110440308737923624b7acf0ce1,d3221d7352c4ec42100eb304ae60185e,793a017f41fbac1dc28176b26dbab30e,a6d63fdce8d0dc089c03a1bfea35cedf,9da73b142e5628f1b2769ef98b9c3bc6,dbe6e469fd6c65f8337ce661e3c79424,34f66591d19f38e1831457cba034ecc7,068ee13b3dbc96c5506e865624f50a78,de27f15c7a65e786677b8b7e7b57eb8f
optimal_1,a1712d8,branch_commit,2025-10-13T10:02:56,,,,0.8452082859094013,0.3140664544044412,0.7748237663645519,0.44696177529917513,0.9068809213266233,0.8093263743232038,0.20362903225806453,0.4678751258811682,0.2837598485311183,0.738435274948268,0.2,42,200,15,5,2,log2,42,0.5,075aa110440308737923624b7acf0ce1,d3221d7352c4ec42100eb304ae60185e,793a017f41fbac1dc28176b26dbab30e,a6d63fdce8d0dc089c03a1bfea35cedf,6e91f3de9f06b493358b7ee2f9869aef,dbe6e469fd6c65f8337ce661e3c79424,34f66591d19f38e1831457cba034ecc7,068ee13b3dbc96c5506e865624f50a78,de27f15c7a65e786677b8b7e7b57eb8f
balanced_high,1430183,branch_commit,2025-10-13T10:00:24,,,,0.8386353289323925,0.30275430048722285,0.7665659617321249,0.43407227885095157,0.8986093600959052,0.8046111571793246,0.20143945808636748,0.4791540785498489,0.2836363636363637,0.7410603290207513,0.2,42,150,15,10,4,log2,42,0.5,075aa110440308737923624b7acf0ce1,d3221d7352c4ec42100eb304ae60185e,793a017f41fbac1dc28176b26dbab30e,a6d63fdce8d0dc089c03a1bfea35cedf,1fb9578e33ad25144a3f40a9d91020d6,dbe6e469fd6c65f8337ce661e3c79424,34f66591d19f38e1831457cba034ecc7,068ee13b3dbc96c5506e865624f50a78,de27f15c7a65e786677b8b7e7b57eb8f
conservative,91cff66,branch_commit,2025-10-13T09:58:23,,,,0.667901043868492,0.15150524666659151,0.6768378650553877,0.24758940165587612,0.7322216023644721,0.6684714566769101,0.14960701467448095,0.6632426988922457,0.24414294187425858,0.7277129887635038,0.2,42,50,5,20,4,log2,42,0.5,075aa110440308737923624b7acf0ce1,d3221d7352c4ec42100eb304ae60185e,793a017f41fbac1dc28176b26dbab30e,a6d63fdce8d0dc089c03a1bfea35cedf,95d9b1a3118e42545d736ad83153fd4b,dbe6e469fd6c65f8337ce661e3c79424,34f66591d19f38e1831457cba034ecc7,068ee13b3dbc96c5506e865624f50a78,de27f15c7a65e786677b8b7e7b57eb8f
aggressive,f75e21e,branch_commit,2025-10-13T09:57:44,,,,0.9187953237293096,0.4982637343068293,0.8453172205438066,0.6269676768808471,0.9635425076816524,0.8631936653496577,0.24762183521147374,0.34078549848942596,0.2868282759789795,0.7454526836249515,0.2,42,200,20,20,4,log2,42,0.5,075aa110440308737923624b7acf0ce1,d3221d7352c4ec42100eb304ae60185e,793a017f41fbac1dc28176b26dbab30e,a6d63fdce8d0dc089c03a1bfea35cedf,7fc4a92224c5cc94b9ddebb4ec65520e,dbe6e469fd6c65f8337ce661e3c79424,34f66591d19f38e1831457cba034ecc7,068ee13b3dbc96c5506e865624f50a78,de27f15c7a65e786677b8b7e7b57eb8f
max_feat_log2,d3f92fa,branch_commit,2025-10-13T09:56:38,,,,0.9194009950895906,0.5004761904761905,0.8467270896273917,0.629105873550318,0.964099432937366,0.8636814464335073,0.24812140857521733,0.3391742195367573,0.28658951667801225,0.7460180155994507,0.2,42,300,20,20,4,log2,42,0.5,075aa110440308737923624b7acf0ce1,d3221d7352c4ec42100eb304ae60185e,793a017f41fbac1dc28176b26dbab30e,a6d63fdce8d0dc089c03a1bfea35cedf,2988f05b6dcfaebbb7485f18c2c771d9,dbe6e469fd6c65f8337ce661e3c79424,34f66591d19f38e1831457cba034ecc7,068ee13b3dbc96c5506e865624f50a78,de27f15c7a65e786677b8b7e7b57eb8f
min_leaf_4,fd55c68,branch_commit,2025-10-13T09:55:12,,,,0.9324859354167344,0.5518285878264196,0.8714501510574019,0.6757511274232278,0.9728943193471624,0.8714209062972538,0.2551988021959741,0.3089627391742195,0.2795189504373178,0.7462878944218714,0.2,42,300,20,20,4,sqrt,42,0.5,075aa110440308737923624b7acf0ce1,d3221d7352c4ec42100eb304ae60185e,793a017f41fbac1dc28176b26dbab30e,a6d63fdce8d0dc089c03a1bfea35cedf,00ee2bb14e78b22f8257db4b05de5555,dbe6e469fd6c65f8337ce661e3c79424,34f66591d19f38e1831457cba034ecc7,068ee13b3dbc96c5506e865624f50a78,de27f15c7a65e786677b8b7e7b57eb8f
min_leaf_2,28aee6e,branch_commit,2025-10-13T09:52:42,,,,0.9351769048161035,0.5629403249155541,0.8811178247734139,0.6869761507508098,0.9744942637178255,0.8729330276571875,0.2557422008913267,0.30050352467270897,0.27632188165570887,0.7441868807714349,0.2,42,300,20,20,2,sqrt,42,0.5,075aa110440308737923624b7acf0ce1,d3221d7352c4ec42100eb304ae60185e,793a017f41fbac1dc28176b26dbab30e,a6d63fdce8d0dc089c03a1bfea35cedf,d0ff6f42af735798e8f47954f92af92a,dbe6e469fd6c65f8337ce661e3c79424,34f66591d19f38e1831457cba034ecc7,068ee13b3dbc96c5506e865624f50a78,de27f15c7a65e786677b8b7e7b57eb8f
min_split_20,764e2c5,branch_commit,2025-10-13T09:51:11,,,,0.9369329452700725,0.5703598147488422,0.8867573011077543,0.694207383172044,0.9755094951053896,0.8736321805440385,0.2543322247505689,0.2926485397784491,0.2721483423862146,0.7443880234619806,0.2,42,300,20,20,1,sqrt,42,0.5,075aa110440308737923624b7acf0ce1,d3221d7352c4ec42100eb304ae60185e,793a017f41fbac1dc28176b26dbab30e,a6d63fdce8d0dc089c03a1bfea35cedf,024de6ef5b19d58d7ff911dc766b90d9,dbe6e469fd6c65f8337ce661e3c79424,34f66591d19f38e1831457cba034ecc7,068ee13b3dbc96c5506e865624f50a78,de27f15c7a65e786677b8b7e7b57eb8f
min_split_10,d4e909f,branch_commit,2025-10-13T09:49:35,,,,0.9531519300185359,0.6460589492867908,0.928197381671702,0.761845721488645,0.9845147520429767,0.8832577272653367,0.26390961415476444,0.24934541792547835,0.25642087821043913,0.7404863867725677,0.2,42,300,20,10,1,sqrt,42,0.5,075aa110440308737923624b7acf0ce1,d3221d7352c4ec42100eb304ae60185e,793a017f41fbac1dc28176b26dbab30e,a6d63fdce8d0dc089c03a1bfea35cedf,52ac081f6359ccfdc81c14880d046565,dbe6e469fd6c65f8337ce661e3c79424,34f66591d19f38e1831457cba034ecc7,068ee13b3dbc96c5506e865624f50a78,de27f15c7a65e786677b8b7e7b57eb8f
min_split_2,20d1047,branch_commit,2025-10-13T09:48:18,,,,0.9639036128906378,0.701512259580091,0.9623363544813696,0.8114809782608696,0.9900704361433691,0.8899078093751525,0.2726586102719033,0.21812688821752266,0.2423632091305807,0.7346984874167993,0.2,42,300,20,2,1,sqrt,42,0.5,075aa110440308737923624b7acf0ce1,d3221d7352c4ec42100eb304ae60185e,793a017f41fbac1dc28176b26dbab30e,a6d63fdce8d0dc089c03a1bfea35cedf,c4305b1cb6041a33fca9a883ce4b329f,dbe6e469fd6c65f8337ce661e3c79424,34f66591d19f38e1831457cba034ecc7,068ee13b3dbc96c5506e865624f50a78,de27f15c7a65e786677b8b7e7b57eb8f
